URI,Name,Prerequisites,Short Description,long_description,Books,Category
../advancedClassGuide/feats.html#riving-strike,Riving Strike,Arcane Strike,Those damaged by your Arcane Strike take a penalty on saves against spells and spell-like abilities,"When you infuse your weapon with arcane might, your attacks make foes more susceptible to magic.

Prerequisites: Arcane Strike, ability to cast arcane spells.

Benefit: If you have a weapon that is augmented by your Arcane Strike feat, when you damage a creature with an attack made with that weapon, that creature takes a –2 penalty on saving throws against spells and spell-like abilities. This effect lasts for 1 round.",Advanced Class Guide,Combat
../advancedPlayersGuide/advancedFeats.html#arcane-talent,Arcane Talent,"Cha 10; elf, half-elf, or gnome",Cast a 0-level spell 3 times per day as a spell-like ability,"Magic is in your blood, and at your fingertips.

Prerequisites: Cha 10; elf, half-elf, or gnome.

Benefit: Choose a 0-level spell from the sorcerer/wizard spell list. You can cast this spell three times per day as a spell-like ability. The caster level is equal to your character level. The save DC is 10 + your Charisma modifier.",Advanced Player's Guide,Untyped
../ultimateCampaign/characterBackground/storyFeats.html#arisen,Arisen,Slain and brought back from the dead; Left to Die or Cursed Birth background,Do not die until your negative hp is equal to or greater than 4 + your Con score,"Escaping death strengthened your bond to life, but fills you with a need for answers.

Prerequisite: You must have been slain and brought back from the dead, or have the Left to Die or Cursed Birth background.

Benefit: You don't die until your negative hit point total is equal to or greater than 4 + your Constitution score. Once per day as a standard action, you can force yourself to carry on by strength of will alone, gaining 1 temporary hit point per hit die. These temporary hit points last for 10 minutes.

Normal: You die when your negative hit point total is equal to or greater than your Constitution score.

Goal: You meet in person and hear the words of your deity or your deity's chosen herald. If you worship a pantheon of deities, you must meet and hear a member of that pantheon—a herald does not suffice in this case. If you worship no specific deity, you must hear the words of an appropriate entity of the GM's choice.

Completion Benefit: You gain a +2 bonus on saving throws against death effects and fear effects. In addition, the caster level of any conjuration (healing) spell that is cast on you increases by 1 for the purposes of its effects on you alone.",Ultimate Campaign,Story
../advancedRaceGuide/featuredRaces/tieflings.html#armor-of-the-pit,Armor of the Pit,Tiefling,Gain a +2 natural armor bonus,"Your fiendish traits take the form of a protective scaly skin.

Prerequisite: Tiefling.

Benefit: You gain a +2 natural armor bonus.

Special: If you have the scaled skin racial trait, you instead gain resistance 5 to two of the following energy types that you don't have resistance to already: cold, electricity, and fire.",Advanced Race Guide,Untyped
../coreRulebook/feats.html#armor-proficiency-light,"Armor Proficiency, Light",—,No penalties on attack rolls while wearing light armor,"You are skilled at wearing light armor.

Benefit: When you wear a type of armor with which you are proficient, the armor check penalty for that armor applies only to Dexterity- and Strength-based skill checks.

Normal: A character who is wearing armor with which he is not proficient applies its armor check penalty to attack rolls and to all skill checks that involve moving.

Special: All characters except monks, sorcerers, and wizards automatically have Light Armor Proficiency as a bonus feat. They need not select it.",Core Rulebook,Untyped
../coreRulebook/feats.html#arcane-armor-training,Arcane Armor Training,"Armor Proficiency, Light, caster level 3rd",Reduce your arcane spell failure chance by 10%,"You have learned how to cast spells while wearing armor.

Prerequisites: Light Armor Proficiency, caster level 3rd.

Benefit: As a swift action, reduce the arcane spell failure chance due to the armor you are wearing by 10% for any spells you cast this round.",Core Rulebook,Combat
../mythicAdventures/mythicFeats.html#arcane-armor-training-mythic,Arcane Armor Training - Mythic,Arcane Armor Training,Gain the benefits of this feat without taking a swift action,"You've adapted your spellcasting to overcome limitations of wearing armor.

Prerequisite: Arcane Armor Training.

Benefit: You don't have to spend a swift action to gain the reduction to arcane spell failure chance from Arcane Armor Training. Furthermore, if you're wearing light armor, reduce your arcane spell failure chance by 20%.",Mythic Adventures,Mythic
../coreRulebook/feats.html#armor-proficiency-medium,"Armor Proficiency, Medium","Armor Proficiency, Light",No penalties on attack rolls while wearing medium armor,"You are skilled at wearing medium armor.

Prerequisite: Light Armor Proficiency.

Benefit: See Armor Proficiency, Light.

Normal: See Armor Proficiency, Light.

Special: Barbarians, clerics, druids, fighters, paladins, and rangers automatically have Medium Armor Proficiency as a bonus feat. They need not select it.",Core Rulebook,Untyped
../coreRulebook/feats.html#arcane-armor-mastery,Arcane Armor Mastery,"Arcane Armor Training, Armor Proficiency, Medium, caster level 7th",Reduce your arcane spell failure chance by 20%,"You have mastered the ability to cast spells while wearing armor.

Prerequisites: Arcane Armor Training, Medium Armor Proficiency, caster level 7th.

Benefit: As a swift action, reduce the arcane spell failure chance due to the armor you are wearing by 20% for any spells you cast this round. This bonus replaces, and does not stack with, the bonus granted by Arcane Armor Training.",Core Rulebook,Combat
../coreRulebook/feats.html#armor-proficiency-heavy,"Armor Proficiency, Heavy","Armor Proficiency, Medium",No penalties on attack rolls while wearing heavy armor,"You are skilled at wearing heavy armor.

Prerequisites: Light Armor Proficiency, Medium Armor Proficiency.

Benefit: See Armor Proficiency, Light.

Normal: See Armor Proficiency, Light.

Special: Fighters and paladins automatically have Heavy Armor Proficiency as a bonus feat. They need not select it.",Core Rulebook,Untyped
../mythicAdventures/mythicFeats.html#ascendant-spell-metamagic,Ascendant Spell  - Mythic,—,Imitate mythic version of a spell,"You have learned how to emulate mythic spells using non-mythic forces.

Benefit: You can modify a spell to imitate the mythic version of that spell. An ascendant spell uses the mythic version of the spell, but doesn't count as a mythic spell for the purposes of effects that interact with the spell, unless you are a mythic creature. You can't use the augmented version of the mythic spell, or use spells effects that require you to expend uses of mythic power (even if you have uses of mythic power available).

An ascendant spell uses up a spell slot 5 levels higher than the spell's actual level.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#aspect-of-the-beast,Aspect of the Beast,Wild shape class feature,Gain one of four bestial advantages,"Whether by magic or a curse of your blood, some part of you is more beast than man.

Prerequisite: wild shape class feature, see Special.

Benefit: Your bestial nature manifests itself in one of the following ways. You choose the manifestation when you choose the feat, and then you cannot change it.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#aspect-of-the-beast-mythic,Aspect of the Beast - Mythic,Aspect of the Beast,Aspect manifests itself in new and powerful ways,"Your blood burns with savage fury, giving you bestial powers and abilities.

Prerequisite: Aspect of the Beast.

Benefit: Your bestial nature manifests itself in one of the following ways. You choose the manifestation when you choose the feat, and you can't change it.",Mythic Adventures,Mythic
../coreRulebook/feats.html#athletic,Athletic,—,+2 bonus on Climb and Swim checks,"You possess inherent physical prowess.

Benefit: You get a +2 bonus on Climb and Swim skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",Core Rulebook,Untyped
